1.0,0.9448,0.89,0.8628,0.8252,0.75,0.6912,0.0
1.0,0.9624,0.9308,0.896,0.86,0.8148,0.7776,0.738,0.6972,0.6592,0.0
1.0,0.9448,0.8768,0.834,0.7892,0.7484,0.6944,0.6684,0.0004
1.0,0.9508,0.8996,0.8604,0.8296,0.7852,0.754,0.6904,0.648,0.6,0.0036
1.0,0.952,0.922,0.8648,0.8052,0.7784,0.7176,0.0
1.0,0.9588,0.9168,0.8768,0.84,0.7816,0.7196,0.6392,0.0
1.0,0.9548,0.9,0.8732,0.802,0.7532,0.6976,0.6284,0.0
1.0,0.9476,0.8976,0.8628,0.8264,0.7868,0.7408,0.7024,0.0004
1.0,0.9504,0.912,0.8712,0.8284,0.7816,0.7168,0.6768,0.6428,0.5908,0.5316,0.0
1.0,0.9468,0.902,0.8616,0.8288,0.7764,0.7276,0.6656,0.6416,0.0024
1.0,0.962,0.9096,0.8652,0.8304,0.8012,0.7584,0.734,0.7056,0.6672,0.6108,0.588,0.0
1.0,0.944,0.8856,0.8296,0.794,0.0
1.0,0.9628,0.934,0.872,0.8428,0.768,0.7232,0.6832,0.0
1.0,0.9536,0.9032,0.8452,0.8028,0.7312,0.6848,0.6324,0.0172,0.0172,0.0172,0.0
1.0,0.9656,0.9104,0.8624,0.8272,0.7792,0.7212,0.678,0.58,0.0
1.0,0.9568,0.908,0.8628,0.828,0.7916,0.7512,0.7128,0.6804,0.624,0.0
1.0,0.9476,0.9004,0.8704,0.8084,0.756,0.7144,0.6672,0.596,0.0
1.0,0.9612,0.9144,0.866,0.82,0.7028,0.6556,0.0116,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.01
1.0,0.964,0.9292,0.8928,0.8484,0.7696,0.7132,0.0024
1.0,0.9636,0.922,0.9032,0.8492,0.812,0.7652,0.7336,0.6692,0.0
1.0,0.95,0.9092,0.8652,0.8256,0.7708,0.738,0.6876,0.6316,0.5948,0.0008
