name,sf,N,num_trials,gamma_0,gamma_1,d,fpt,alive
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,84,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,79,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,79,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,80,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,82,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,85,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,80,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,82,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,80,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,80,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,83,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,82,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,86,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,83,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,83,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,82,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,80,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,82,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,80,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,78,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,78,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,84,0
r_10000_100_0.00625_0.003_0.0,r,10000,100,0.00625,0.003,0.0,81,0
