0.98,0.9551,0.93924,0.92326,0.90786,0.89314,0.87784,0.86046,0.84208,0.82476,0.80656,0.78738,0.76704,0.74544,0.72154,0.69816,0.66566,0.6254,6e-05
0.98,0.95578,0.94144,0.92628,0.91018,0.8944,0.8787,0.86166,0.8434,0.82778,0.81016,0.79158,0.77198,0.7478,0.72558,0.69926,0.66688,0.58262,0.0
0.98,0.95754,0.94312,0.9278,0.91226,0.8973,0.87998,0.86266,0.84608,0.82888,0.81048,0.79074,0.77234,0.75174,0.72632,0.70032,0.67844,0.63536,4e-05
0.98,0.9545,0.93826,0.92258,0.90682,0.89108,0.8761,0.85884,0.8405,0.82376,0.8075,0.79052,0.77262,0.75044,0.73006,0.70662,0.68596,0.64388,0.0
0.98,0.95554,0.94218,0.92724,0.91112,0.89338,0.87682,0.86258,0.84622,0.82766,0.81072,0.79332,0.77462,0.75208,0.73064,0.70704,0.67986,0.65662,0.61626,4e-05
