name,sf,N,num_trials,gamma_0,gamma_0_new,gamma_1,d,fpt,k,alive
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,162,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,169,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,213,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,152,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,241,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,144,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,188,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,185,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,201,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,154,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,189,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,232,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,180,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,166,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,212,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,191,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,195,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,213,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,214,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,210,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,183,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,191,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,202,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,179,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,187,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,166,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,156,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,207,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,218,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,215,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,186,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,155,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,157,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,140,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,194,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,187,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,240,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,161,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,176,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,216,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,173,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,228,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,226,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,159,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,207,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,173,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,183,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,188,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,207,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,169,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,216,0,0
sf_1000_500_0,sf,1000,500,0.003,0.03,0.0,0.0,182,0,0
